Début	Fin	Speaker	Text
808.98	809.23	  	 
809.23	810.279	 spk2 	 et derrière regardez-le
810.279	810.578	  	 
810.578	812.829	 spk2 	 boum ça c'est du Martin trois argentins mais il y va
812.829	813.133	  	 
813.133	814.49	 spk2 	 il est guerrier il est tonique
814.49	814.74	  	 
814.74	817.545	 spk2 	 et derrière l'Argentine a récupéré cette balle et fait un en-avant à Mignoni EN-AVANT
817.545	817.895	  	 
817.895	820.865	 spk2 	 l'Argentine et ben on revient à la faute parce que trop d'en-avants il faut arrêter le jeu
820.865	822.856	  	 
822.856	825.711	 spk1 	 mais effectivement la défense de l'équipe de France
825.711	826.31	  	 
826.31	827.844	 spk1 	 qui sonne le réveil
827.844	829.32	  	 
829.32	832.406	 spk1 	 cette défense qui avait été impeccable hein lors des matchs de préparation
832.406	832.879	  	 
832.879	837.548	 spk1 	 avec des Skrela des Martin des Serge Betsen immenses contre le Pays de Galles
837.548	838.191	  	 
838.191	839.35	 spk1 	 c'est tout le travail
839.35	839.614	  	 
839.614	841.825	 spk1 	 de l'entraîneur anglais hein qui fait partie du staff
841.825	842.238	  	 
842.238	843.666	 spk1 	 du Quinze de France David Ellis
843.666	844.469	  	 
844.469	844.758	 spk1 	 et qui
844.758	845.141	  	 
845.141	848.008	 spk1 	 à chaque fois pour bien sensibiliser tous les joueurs
848.008	848.272	  	 
848.272	850.258	 spk1 	 à cette importance de la défense
850.258	850.467	  	 
850.467	851.225	 spk1 	 remet des maillots
851.225	851.683	  	 
851.683	853.336	 spk1 	 comme des trophées avec imprimé
853.336	853.596	  	 
853.596	855.647	 spk1 	 euh meilleur défenseur meilleur plaquage
855.647	855.992	  	 
855.992	858.139	 spk1 	 meilleur tondeur de gazon aussi vous savez 
858.139	858.139	 spk1 	 ces plaquages 
858.139	859.118	 spk2 	 ah c'est bon ça
859.118	859.561	 spk1 	 au ras
859.561	859.842	  	 
859.842	859.842	 spk1 	 de regroupement
859.842	860.615	 spk2 	 ah très bien
860.615	860.929	  	 
860.929	862.79	 spk1 	 pour faire tomber immédiatement l'adversaire
862.79	862.985	  	 
862.985	868.293	 spk2 	 quand on plaque en bas ça tombe de suite vous faites cinq kilos vous en faites soixante-dix vous plaquez aux chevilles c'est pareil ça tombe au même endroit
868.293	869.122	  	 
869.122	869.122	 spk1 	 la mêlée
869.122	869.122	 spk2 	 
869.122	869.86	 Event desc pi type pronounce extent instantaneous 	 
869.86	870.618	 spk1 	 s'est écroulée
870.618	873.139	  	 
873.139	875.08	 spk2 	 ah on va nous tester hein euh on sait que
875.08	875.335	  	 
875.335	880.423	 spk2 	 Marconnet est blessé absent donc on va tester cette première ligne française côté argentin avec leur fameuse barradita
880.423	880.638	  	 
880.638	882.675	 spk1 	 allez cette bonne mêlée là pour euh la France
882.675	883.005	  	 
883.005	885.201	 spk1 	 Harinordoquy qui conserve le ballon dans ses pieds
885.201	887.052	  	 
887.052	891.284	 spk2 	 ça c'est bien ce que Martin fait parce qu'il libère justement ce ballon pour son demi de mêlée
891.284	891.734	  	 
891.734	893.72	 spk2 	 alors le six et le sept vous les verrez dans les mêlées
893.72	893.975	  	 
893.975	894.818	 spk2 	 ils sont sur les côtés
894.818	895.097	  	 
895.097	896.04	 spk2 	 leur rôle c'est quoi
896.04	896.254	  	 
896.254	899.653	 spk2 	 au-delà de pousser derrière le numéro un numéro trois c'est surtout d'empêcher le petit neuf
899.653	899.923	  	 
899.923	903.352	 spk2 	 de faire le tour et d'em(pêcher) et de venir perturber la balle entre le numéro huit
903.352	903.547	  	 
903.547	904.53	 spk2 	 et le numéro* neuf
904.53	904.799	  	 
904.799	905.272	 spk2 	 français
905.272	905.607	  	 
905.607	907.563	 spk2 	 et c'est pour ça qu'ils s'écartent et qu'ils s'allongent
907.563	907.848	  	 
907.848	910.475	 spk2 	 pour obliger le neuf argentin à faire un grand détour
910.475	912.088	 spk1 	 oh mais la poussée argentine est forte hein
912.088	912.831	  	 
912.831	917.186	 spk1 	 oh avec Pichot astucieux malin pour lancer Hernandez
917.186	918.657	  	 
918.657	919.965	 spk1 	 quel coquin ce Pichot
919.965	920.918	  	 
920.918	922.102	 spk1 	 le petit général
922.102	924.395	  	 
924.395	926.525	 spk1 	 est-ce que le ballon a été récupéré par les français oui il est là
926.525	926.936	  	 
926.936	928.869	 spk1 	 avec Martin lancé par Mignoni
928.869	933.349	  	 
933.349	936.697	 spk1 	 ah difficile de sortir ces ballons il faudrait des libérations plus rapides
936.697	938.018	 spk2 	 il faudrait surtout nettoyer avec
938.018	938.018	 spk2 	 
938.018	938.497	 Event desc pi type pronounce extent instantaneous 	 
938.497	938.497	 spk2 	 et de la vitesse et
938.497	939.222	 spk1 	 oui oui
939.222	939.515	  	 
939.515	940.358	 spk2 	 de bas en haut là
940.358	940.658	  	 
940.658	942.665	 spk2 	 remonter ces argentins les sortir du ballon
942.665	942.999	  	 
942.999	945.938	 spk2 	 parce qu'aujourd'hui ils mettent les pieds ils mettent les bras ils mettent le corps
945.938	946.293	  	 
946.293	950.922	 spk2 	 et si on n'arrive pas avec de la vitesse pour les nettoyer regardez comme il est coquin il a anticipé la liaison huit sept
950.922	951.318	  	 
951.318	952.954	 spk2 	 parce qu'il l'a vue à l'écran Agustin Pichot
952.954	953.357	  	 
953.357	954.198	 spk2 	 on vous l'a dit tout à l'heure
954.198	954.424	  	 
954.424	956.13	 spk2 	 c'est le dynamisme de Mignoni
956.13	956.396	  	 
956.396	959.366	 spk2 	 face à la roublardise de Pichot en tout cas la roublardise pour l'instant elle marche
959.366	960.173	  	 
960.173	964.774	 spk1 	 tous les deux étaient face à face à lors la* de la finale du top quatorze entre le stade français et Clermont
964.774	965.713	  	 
965.713	967.164	 spk2 	 avec la victoire du stade français
967.164	968.368	  	 
968.368	970.375	 spk2 	 premier capitaine étranger à gagner euh
970.375	970.73	  	 
970.73	972.277	 spk2 	 le championnat de France Agustin Pichot
972.277	974.084	  	 
974.084	975.932	 spk2 	 il avait été coquin hein il avait tiré le maillot à
975.932	976.205	  	 
976.205	982.164	 spk2 	 à Mignoni il lui avait fait des petites misères comme ça il a eu en tout cas des pas psychologiques sur Mignoni aujourd'hui c'est un combat aussi entre
982.164	982.164	 spk2 	 
982.164	982.465	 Event desc pi type pronounce extent instantaneous 	 
982.465	984.094	  	 
984.094	985.278	 spk1 	 allez avec le départ
985.278	985.599	  	 
985.599	987.2	 spk1 	 d'Harinordoquy
987.2	987.664	  	 
987.664	988.678	 spk2 	 avec Traille au contact
988.678	992.731	  	 
992.731	994.081	 spk1 	 Mignoni pour Pelous
994.081	996.586	  	 
996.586	999.059	 spk1 	 du nettoyage pour sortir vite ce ballon
999.059	999.719	  	 
999.719	1001.925	 spk1 	 Mignoni encore qui insiste au ras
1001.925	1002.91	  	 
1002.91	1005.517	 spk1 	 et lui c'est un peu le poids plume hein de l'équipe de France 
1005.517	1007.326	 spk1 	 de Villiers contré Betsen peut-être
1007.326	1008.08	  	 
1008.08	1010.462	 spk1 	 avec Mignoni ah mésentente mésentente
1010.462	1011.017	  	 
1011.017	1011.838	 spk1 	 qui va profiter
1011.838	1012.282	  	 
1012.282	1014.664	 spk1 	 à l'Argentine qui est partie avec Contepomi
1014.664	1016.719	  	 
1016.719	1018.32	 spk1 	 et avec la troisième ligne
1018.32	1018.825	  	 
1018.825	1020.805	 spk1 	 emmenée par Fernandez Lobbe
1020.805	1027.212	  	 
1027.212	1030.574	 spk1 	 ah bien repoussé plaquage agressif de Heymans 
1030.574	1036.347	  	 
1036.347	1040.265	 spk1 	 un ballon porté peut-être côté argentin il est au fond non il est sorti par Pichot
1040.265	1040.567	  	 
1040.567	1042.696	 spk1 	 avec Felipe Contepomi un grand coup de pied
1042.696	1043.112	  	 
1043.112	1044.544	 spk1 	 pour aller alerter Borges
1044.544	1044.94	  	 
1044.94	1045.651	 spk1 	 dans le dos
1045.651	1046.561	  	 
1046.561	1047.854	 spk1 	 de Damien Traille
1047.854	1048.121	  	 
1048.121	1049.094	 spk1 	 c'est une touche
1049.094	1049.736	  	 
1049.736	1051.223	 spk1 	 trouvée par l'Argentine 
1051.223	1051.831	  	 
1051.831	1053.379	 spk1 	 avec Traille qui saigne hein
1053.379	1058.551	 spk2 	 donc on sera obligé de le sortir parce que tout saignement on sort du terrain on peut rerentrer une fois que le saignement est écarté
1058.551	1058.551	 spk2 	 
1058.551	1058.916	 Event desc r type noise extent instantaneous 	 
1058.916	1060.613	 spk2 	 en tout cas vous avez vu le coup de pied indirect
1060.613	1061.058	  	 
1061.058	1063.038	 spk2 	 quand vous êtes pas dans vos vingt-deux mètres dans votre camp
1063.038	1063.322	  	 
1063.322	1066.541	 spk2 	 il faut que le ballon rebondisse dans l'aire de jeux avant de sortir ça c'est un coup de pied indirect
1066.541	1067.012	  	 
1067.012	1070.43	 spk2 	 alors quand vous êtes dans les vingt-deux vous l'avez dit tout à l'heure Thierry vous pouvez taper directement en touche
1070.43	1070.711	  	 
1070.711	1071.82	 spk2 	 en tout cas ce qu'on a vu c'était
1071.82	1071.82	 spk2 	 
1071.82	1071.985	 Event desc pi type pronounce extent instantaneous 	 
1071.985	1073.182	 spk2 	 de l'Argentine sur le contact
1073.182	1073.525	  	 
1073.525	1074.61	 spk2 	 ils nous prennent pour le moment 
1074.61	1074.61	 spk1 	 oui
1074.61	1075.505	 spk2 	 ils sont devant nous
1075.505	1076.648	 spk2 	 et on subit l'impact
1076.648	1076.899	  	 
1076.899	1079.05	 spk1 	 c'est pour ça qu'on aujourd'hui on subit aussi le terrain en ce moment
1079.05	1079.323	  	 
1079.323	1080.287	 spk1 	 ne vous affolez pas trop
1080.287	1080.287	 spk3 	 Thierry
1080.287	1080.548	 spk1 	 hein
1080.548	1081.821	 spk1 	 devant euh ce sont oui Fabrice 
1081.821	1085.991	 spk3 	 oui Thierry y'a Frédéric Michalak qui s'apprête à à faire sa rentrée pour suppléer à
1085.991	1086.483	  	 
1086.483	1088.728	 spk3 	 à Damien Traille donc euh
1088.728	1088.728	 spk1 	 euh Skrela va passer au centre
1088.728	1088.728	 spk3 	 
1088.728	1090.002	 Event desc pi type pronounce extent instantaneous 	 
1090.002	1091.295	 spk3 	 Skrela devrait passer au centre ouais
1091.295	1092.602	 spk1 	 voilà et l'entrée de Michalak
1092.602	1092.936	  	 
1092.936	1098.491	 spk1 	 alors c'est une entrée temporaire c'est autorisé au rugby pendant que l'on soigne Damien Traille
1098.491	1098.805	  	 
1098.805	1100.31	 spk1 	 Michalak vient pour que
1100.31	1100.626	  	 
1100.626	1102.586	 spk1 	 l'équipe de France joue à quinze à quinze contre quinze
1102.586	1103.045	  	 
1103.045	1106.285	 spk1 	 et une fois que Traille sera soigné il reprendra sa place
1106.285	1108	  	 
1108	1109.889	 spk2 	 on l'a vu ces Arg(entins) ces jeux ces joueurs argentins
1109.889	1110.163	  	 
1110.163	1112.225	 spk2 	 c'est pas compliqué aujourd'hui cher téléspectateur
1112.225	1112.573	  	 
1112.573	1113.798	 spk2 	 la France sa
1113.798	1114.572	  	 
1114.572	1117.975	 spk2 	 victoire passera par un jeu au large des ballons dynamiques rapides et qui sortent vite 
1117.975	1118.508	  	 
1118.508	1119.801	 spk2 	 chaque fois qu'on aura des ballons lents
1119.801	1120.171	  	 
1120.171	1123.027	 spk2 	 on jouera le jeu argentin un jeu de près un jeu de contact
1123.027	1123.329	  	 
1123.329	1126.967	 spk2 	 un jeu qui ralentit le ballon exprès parce qu'ils sont moins mobiles que nous 
1126.967	1127.275	  	 
1127.275	1130.03	 spk2 	 donc dynamisons dynamisons avec en fer de lance Mignoni
1130.03	1130.407	  	 
1130.407	1132.296	 spk1 	 touche importante hein Ibanez au lancer
1132.296	1132.632	  	 
1132.632	1133.192	 spk1 	 Pelous
1133.192	1133.898	  	 
1133.898	1136.042	 spk1 	 pour attraper cette balle proprement à deux mains 
1136.042	1137.219	 spk1 	 et un ballon porté
1137.219	1137.909	  	 
1137.909	1138.196	 spk2 	 allez la
1138.196	1138.196	 spk1 	 dans la main d'Harinordoquy
1138.196	1138.196	 spk2 	 
1138.196	1139.703	 Event desc pi type pronounce extent instantaneous 	 
1139.703	1142.243	 spk1 	 vous voyez loin de la défense argentine un ballon au fond
1142.243	1143.221	  	 
1143.221	1148.895	 spk2 	 ouais loin de la défense effectivement pour que pour pas qu'ils mettent les bras sur le ballon on le met derrière le et c'est le dernier joueur et si faut que ça communique
1148.895	1149.222	  	 
1149.222	1151.702	 spk2 	 là ça part voyez il est derrière on en parle et c'est Mignoni qui parle
1151.702	1151.995	  	 
1151.995	1153.079	 spk2 	 le neuf il faut qu'il leur parle
1153.079	1153.387	  	 
1153.387	1153.387	 spk2 	 va à droite
1153.387	1153.955	 spk1 	 il dirige
1153.955	1155.995	 spk2 	 va au coeur va à gauche voilà c'est bien
1155.995	1156.749	  	 
1156.749	1159.419	 spk1 	 et ça c'est bien parce que ça marque une équipe cette progression
1159.419	1160.342	  	 
1160.342	1162.507	 spk1 	 allez Mignoni libérer pour euh Skrela
1162.507	1163.574	  	 
1163.574	1165.93	 spk1 	 hou et contré David Skrela
1165.93	1166.376	  	 
1166.376	1170.272	 spk1 	 et qui commet un en-avant mais avantage laissé à Mario Ledesma
1170.272	1174.504	  	 
1174.504	1176.208	 spk1 	 ballon extrait par euh Pichot
1176.208	1176.756	  	 
1176.756	1179.633	 spk1 	 pour Hernandez vers Contepomi qui a choisi le coeur
1179.633	1180.029	  	 
1180.029	1181.294	 spk1 	 du terrain et un crochet
1181.294	1183.943	  	 
1183.943	1185.916	 spk1 	 un ballon qui va sortir encore pour les Pumas
1185.916	1188.826	  	 
1188.826	1189.866	 spk1 	 envoyé peut-être euh
1189.866	1190.639	  	 
1190.639	1191.412	 spk1 	 Pichot
1191.412	1192.712	  	 
1192.712	1194.178	 spk1 	 avec Contepomi
1194.178	1195.019	  	 
1195.019	1197.122	 spk1 	 et puis la troisième ligne troisième ligne centre
1197.122	1197.717	  	 
1197.717	1198.613	 spk1 	 Leguizamon
1198.613	1200.447	  	 
1200.447	1201.268	 spk1 	 Hernandez
1201.268	1201.501	  	 
1201.501	1201.501	 spk1 	 
1201.501	1201.987	 Event desc pi type pronounce extent instantaneous 	 
1201.987	1202.945	 spk1 	 par ses crochets
1202.945	1203.344	  	 
1203.344	1205.308	 spk1 	 de déstabiliser une défense il est tombé
1205.308	1205.719	  	 
1205.719	1207.034	 spk1 	 sur Ibanez
1207.034	1207.5	  	 
1207.5	1207.5	 spk2 	 heureusement
1207.5	1207.5	 spk1 	 
1207.5	1208.273	 Event desc pi type pronounce extent instantaneous 	 
1208.273	1209.484	  	 
1209.484	1212.914	 spk2 	 heureusement qu'on est agressifs en défense parce que on est encore
1212.914	1213.277	  	 
1213.277	1220.124	 spk2 	 un petit peu fébrile et la fébrilité elle vient de quoi à chaque fois qu'on est dans les vingt-deux au lieu de taper directement en touche on veut éviter le défenseur
1220.124	1220.52	  	 
1220.52	1227.019	 spk2 	 regardez une fois de plus avec Skrela et là la cuiller le fameux la cuiller le petit coup du joueur en plongeant sur le talon qui déséquilibre notre buteur 
1227.019	1227.429	  	 
1227.429	1230.366	 spk2 	 ça nous amène à tomber la balle et à reprendre la pression regardez hop
1230.366	1230.707	  	 
1230.707	1235.289	 spk2 	 et on reprend la pression derrière on est dans les vingt-deux on tape haut même si on trouve une touche de dix mètres on arrête le jeu
1235.289	1235.577	  	 
1235.577	1236.932	 spk2 	 et on recommence sur des bases
1236.932	1237.273	  	 
1237.273	1239.061	 spk2 	 là on se met sous pression tout seul
1239.061	1240.738	  	 
1240.738	1247.724	 spk2 	 et ça c'est au capitaine à resserrer à dire les gars arrêtez on joue classique les fondamentaux une bonne mêlée une bonne passe un bon jeu au pied
1247.724	1248.572	  	 
1248.572	1248.742	 spk2 	 voilà
1248.742	1249.2	  	 
1249.2	1249.727	 spk2 	 c'est ça
1249.727	1249.727	 spk2 	 
1249.727	1250.267	 Event desc pi type pronounce extent instantaneous 	 
1250.267	1252.375	 spk1 	 alors la mêlée elle se passe pas comme le voudrait
1252.375	1254.06	  	 
1254.06	1255.218	 spk1 	 Monsieur Spreadbury 
1255.218	1255.717	 spk3 	 euh Thierry
1255.717	1256.634	 spk1 	 il rappelle à Roncero 
1256.634	1257.127	 spk1 	 ouais Fabrice
1257.127	1257.783	 spk3 	 Thierry je peux vous dire que 
1257.783	1259.304	 spk3 	 ça s'explique dur dur en mêlée
1259.304	1259.899	  	 
1259.899	1269.506	 spk3 	 notamment entre euh Olivier Milloud et Scelzo on ne se fait pas du tout de cadeau on est vraiment à à à vingt-cinq centimètres du sol et idem pour Pieter de Villiers et Rodrigo Roncero c'est pour ça que cette mêlée s'est écroulée d'ailleurs hein
1269.506	1270.239	  	 
1270.239	1273.477	 spk1 	 et l'introduction de Mignoni cette fois est bonne cette mêlée qui tangue un peu 
1273.477	1274.231	  	 
1274.231	1276.415	 spk1 	 ah c'est difficile pour Harinordoquy
1276.415	1277.982	  	 
1277.982	1278.736	 spk1 	 Mignoni
1278.736	1279.303	  	 
1279.303	1282.084	 spk1 	 pour Skrela attention à ne pas se faire contrer
1282.084	1283.028	  	 
1283.028	1285.527	 spk1 	 cette fois impeccable Skrela pour trouver la touche
1285.527	1285.834	  	 
1285.834	1287.12	 spk1 	 et donner un peu d'air
1287.12	1287.593	  	 
1287.593	1288.386	 spk1 	 à l'équipe de France 
1288.386	1288.955	  	 
1288.955	1290.817	 spk2 	 c'est ça arrêter le jeu voilà c'est
1290.817	1291.076	  	 
1291.076	1291.924	 spk2 	 classique
1291.924	1292.402	  	 
1292.402	1293.984	 spk2 	 passe on protège le neuf
1293.984	1294.299	  	 
1294.299	1296.957	 spk2 	 on envoie au buteur le dix le douze celui qui se présente
1296.957	1297.182	  	 
1297.182	1297.674	 spk2 	 dans l'axe
1297.674	1298.063	  	 
1298.063	1298.549	 spk2 	 et on tape
1298.549	1298.823	  	 
1298.823	1300.988	 spk2 	 voilà et là on peut repartir sur des bases saines
1300.988	1303.528	  	 
1303.528	1303.528	 spk2 	 attention de trouver des touches hein
1303.528	1304.732	 spk1 	 Nani Corleto
1304.732	1304.732	 spk1 	 l'arrière de 
1304.732	1305.61	 spk2 	 toujours trouver des touches
1305.61	1306.643	 spk1 	 l'équipe d'Argentine
1306.643	1307.648	  	 
1307.648	1308.516	 spk1 	 et du stade français
1308.516	1310.19	 spk1 	 la remise en jeu de Ledesma
1310.19	1312.38	  	 
1312.38	1313.045	 spk1 	 ballon capté
1313.045	1314.503	  	 
1314.503	1315.659	 spk1 	 par l'alignement des Pumas 
1315.659	1319.103	  	 
1319.103	1319.103	 spk2 	 alors ça c'est intelligent
1319.103	1319.952	 spk1 	 ils progressent
1319.952	1319.952	 spk1 	 ils progressent
1319.952	1319.952	 spk2 	 
1319.952	1320.838	 Event desc pi type pronounce extent instantaneous 	 
1320.838	1321.664	  	 
